  0     0.000000     0.000000     0.000000   0
  1     0.769215     0.871479    -2.624069   1
  2     1.540888     2.833038    -2.263376   2
  3     2.319874     3.602181    -0.009830   3
  4     2.876675     3.097850     1.973555   4
  5     3.438760     1.726859     2.661119   5
  6     4.005708     0.520872     1.295521   6
  7     4.586406     0.321721     0.000000   7
